"endtime","starttime","censored","model"
28323,2268,TRUE,4
30138,4084,TRUE,4
30083,4036,TRUE,4
28800,2743,TRUE,4
30095,4037,TRUE,4
28324,2268,TRUE,4
29494,3436,TRUE,4
29344,3291,TRUE,4
29493,3436,TRUE,4
29054,3008,TRUE,4
29493,3436,TRUE,4
29493,3436,TRUE,4
29327,3271,TRUE,4
29493,3436,TRUE,4
29326,3271,TRUE,4
29054,3008,TRUE,4
29326,3271,TRUE,4
29326,3271,TRUE,4
30138,4084,TRUE,4
29902,3856,TRUE,4
30139,4084,TRUE,4
30137,4083,TRUE,4
29054,3008,TRUE,4
30139,4084,TRUE,4
29493,3436,TRUE,4
30139,4084,TRUE,4
30136,4083,TRUE,4
29326,3271,TRUE,4
29327,3271,TRUE,4
29493,3436,TRUE,4
29493,3436,TRUE,4
29494,3436,TRUE,4
29054,3008,TRUE,4
30080,4036,TRUE,4
30178,4123,TRUE,4
29952,3897,TRUE,4
30083,4036,TRUE,4
30168,4125,TRUE,4
30168,4125,TRUE,4
30082,4036,TRUE,4
29952,3897,TRUE,4
30083,4036,TRUE,4
29952,3897,TRUE,4
30080,4036,TRUE,4
29952,3897,TRUE,4
30080,4036,TRUE,4
30087,4029,TRUE,4
30168,4125,TRUE,4
30083,4036,TRUE,4
30088,4031,TRUE,4
30087,4029,TRUE,4
30083,4036,TRUE,4
30168,4125,TRUE,4
30088,4031,TRUE,4
30088,4031,TRUE,4
30083,4036,TRUE,4
30170,4125,TRUE,4
30168,4125,TRUE,4
30168,4125,TRUE,4
30168,4125,TRUE,4
30083,4036,TRUE,4
30083,4036,TRUE,4
30081,4036,TRUE,4
30083,4036,TRUE,4
30083,4036,TRUE,4
30083,4036,TRUE,4
29903,3856,TRUE,4
30171,4125,TRUE,4
30080,4036,TRUE,4
30083,4036,TRUE,4
30088,4031,TRUE,4
30083,4036,TRUE,4
29065,3010,TRUE,4
29494,3436,TRUE,4
29493,3436,TRUE,4
30152,4100,TRUE,4
30119,4065,TRUE,4
30120,4065,TRUE,4
28676,2734,TRUE,4
30138,4083,TRUE,4
30119,4065,TRUE,4
30152,4100,TRUE,4
30119,4065,TRUE,4
30083,4036,TRUE,4
30119,4065,TRUE,4
30120,4065,TRUE,4
30179,4123,TRUE,4
30151,4100,TRUE,4
30119,4065,TRUE,4
30152,4100,TRUE,4
29369,3317,TRUE,4
29010,2955,TRUE,4
11585,3318,FALSE,4
29665,3607,TRUE,4
29054,3008,TRUE,4
29370,3318,TRUE,4
30155,4099,TRUE,4
29051,3008,TRUE,4
29706,3651,TRUE,4
29732,3676,TRUE,4
27788,1730,TRUE,4
30168,4124,TRUE,4
27790,1731,TRUE,4
29651,3593,TRUE,4
29732,3676,TRUE,4
29732,3676,TRUE,4
29732,3677,TRUE,4
27790,1731,TRUE,4
27791,1731,TRUE,4
30155,4099,TRUE,4
27789,1731,TRUE,4
27790,1731,TRUE,4
30121,4067,TRUE,4
27790,1731,TRUE,4
27788,1730,TRUE,4
29009,2954,TRUE,4
29900,3856,TRUE,4
29665,3607,TRUE,4
29650,3593,TRUE,4
27788,1730,TRUE,4
29009,2954,TRUE,4
29656,3612,TRUE,4
30119,4065,TRUE,4
29659,3613,TRUE,4
29650,3593,TRUE,4
28726,2672,TRUE,4
29657,3612,TRUE,4
27788,1730,TRUE,4
29900,3856,TRUE,4
29456,3413,TRUE,4
29664,3607,TRUE,4
29656,3612,TRUE,4
29705,3651,TRUE,4
29051,3008,TRUE,4
29009,2954,TRUE,4
29706,3651,TRUE,4
29705,3651,TRUE,4
29706,3651,TRUE,4
29664,3607,TRUE,4
29706,3652,TRUE,4
29052,3008,TRUE,4
29009,2954,TRUE,4
29052,3008,TRUE,4
29706,3652,TRUE,4
29665,3607,TRUE,4
29706,3652,TRUE,4
29051,3008,TRUE,4
29054,3008,TRUE,4
29009,2954,TRUE,4
29052,3008,TRUE,4
28793,2736,TRUE,4
29054,3008,TRUE,4
13739,3008,FALSE,4
29705,3651,TRUE,4
29705,3651,TRUE,4
29664,3607,TRUE,4
29370,3318,TRUE,4
29658,3613,TRUE,4
29658,3613,TRUE,4
29658,3613,TRUE,4
29953,3897,TRUE,4
29903,3856,TRUE,4
29902,3857,TRUE,4
29658,3613,TRUE,4
29324,3269,TRUE,4
29370,3318,TRUE,4
29658,3613,TRUE,4
29658,3613,TRUE,4
29052,3008,TRUE,4
30120,4065,TRUE,4
29952,3897,TRUE,4
29323,3269,TRUE,4
28324,2268,TRUE,4
29852,3797,TRUE,4
29370,3318,TRUE,4
29953,3897,TRUE,4
30179,4124,TRUE,4
29324,3269,TRUE,4
28792,2733,TRUE,4
29324,3269,TRUE,4
30095,4037,TRUE,4
29370,3318,TRUE,4
29324,3269,TRUE,4
29369,3317,TRUE,4
30122,4067,TRUE,4
27788,1730,TRUE,4
28396,2339,TRUE,4
30088,4031,TRUE,4
30088,4031,TRUE,4
29369,3317,TRUE,4
29370,3318,TRUE,4
29055,3008,TRUE,4
29370,3318,TRUE,4
28120,2208,TRUE,4
21490,4036,FALSE,4
29065,3010,TRUE,4
29369,3318,TRUE,4
29733,3677,TRUE,4
27790,1731,TRUE,4
29369,3317,TRUE,4
29370,3318,TRUE,4
28799,2741,TRUE,4
30087,4029,TRUE,4
29369,3318,TRUE,4
29370,3318,TRUE,4
29659,3613,TRUE,4
29705,3651,TRUE,4
29010,2955,TRUE,4
29706,3652,TRUE,4
29657,3612,TRUE,4
29664,3607,TRUE,4
29010,2955,TRUE,4
29370,3318,TRUE,4
29369,3318,TRUE,4
29009,2954,TRUE,4
27789,1730,TRUE,4
28800,2743,TRUE,4
29657,3612,TRUE,4
29369,3318,TRUE,4
29369,3317,TRUE,4
29370,3318,TRUE,4
27791,1731,TRUE,4
29706,3652,TRUE,4
30154,4099,TRUE,4
30138,4084,TRUE,4
29369,3318,TRUE,4
29656,3612,TRUE,4
29369,3317,TRUE,4
29369,3318,TRUE,4
30088,4031,TRUE,4
29650,3593,TRUE,4
29706,3652,TRUE,4
29055,3008,TRUE,4
29650,3593,TRUE,4
30138,4084,TRUE,4
30122,4067,TRUE,4
29664,3607,TRUE,4
28396,2339,TRUE,4
29052,3008,TRUE,4
29065,3010,TRUE,4
29733,3676,TRUE,4
30087,4029,TRUE,4
30171,4125,TRUE,4
29657,3612,TRUE,4
28396,2339,TRUE,4
30120,4065,TRUE,4
29011,2955,TRUE,4
29370,3317,TRUE,4
29651,3593,TRUE,4
29657,3612,TRUE,4
30119,4065,TRUE,4
29706,3651,TRUE,4
29369,3317,TRUE,4
29705,3651,TRUE,4
29706,3651,TRUE,4
29369,3317,TRUE,4
29706,3651,TRUE,4
29651,3593,TRUE,4
29659,3613,TRUE,4
29657,3612,TRUE,4
29705,3651,TRUE,4
29664,3607,TRUE,4
29657,3612,TRUE,4
29705,3651,TRUE,4
29706,3651,TRUE,4
29009,2954,TRUE,4
28726,2672,TRUE,4
29664,3607,TRUE,4
29657,3612,TRUE,4
29705,3651,TRUE,4
29705,3651,TRUE,4
29664,3607,TRUE,4
29705,3651,TRUE,4
29664,3607,TRUE,4
29658,3613,TRUE,4
29705,3651,TRUE,4
29656,3612,TRUE,4
29659,3613,TRUE,4
29705,3651,TRUE,4
29344,3292,TRUE,4
28273,2362,TRUE,4
28273,2362,TRUE,4
29497,3439,TRUE,4
28845,2794,TRUE,4
28726,2672,TRUE,4
29497,3439,TRUE,4
29326,3271,TRUE,4
28119,2207,TRUE,4
29326,3271,TRUE,4
29496,3439,TRUE,4
28272,2362,TRUE,4
28839,2791,TRUE,4
29326,3271,TRUE,4
29497,3439,TRUE,4
28273,2362,TRUE,4
28273,2361,TRUE,4
28119,2207,TRUE,4
29324,3269,TRUE,4
29326,3271,TRUE,4
28007,2097,TRUE,4
28273,2362,TRUE,4
29497,3439,TRUE,4
29345,3292,TRUE,4
29565,3512,TRUE,4
28845,2794,TRUE,4
28688,2746,TRUE,4
29903,3857,TRUE,4
27790,1731,TRUE,4
27791,1731,TRUE,4
30136,4083,TRUE,4
30170,4125,TRUE,4
28395,2338,TRUE,4
27790,1731,TRUE,4
29953,3897,TRUE,4
29453,3413,TRUE,4
29902,3856,TRUE,4
29009,2954,TRUE,4
30095,4037,TRUE,4
29659,3613,TRUE,4
29370,3318,TRUE,4
28799,2741,TRUE,4
28799,2743,TRUE,4
30138,4084,TRUE,4
29327,3271,TRUE,4
29010,2955,TRUE,4
30138,4083,TRUE,4
1471,8,FALSE,4
29953,3897,TRUE,4
29659,3613,TRUE,4
30178,4123,TRUE,4
30170,4125,TRUE,4
30179,4123,TRUE,4
28160,2114,TRUE,4
30170,4125,TRUE,4
30083,4036,TRUE,4
30095,4037,TRUE,4
28324,2268,TRUE,4
29952,3897,TRUE,4
30170,4125,TRUE,4
29902,3856,TRUE,4
30178,4123,TRUE,4
29953,3897,TRUE,4
29370,3318,TRUE,4
30168,4125,TRUE,4
30179,4123,TRUE,4
29657,3612,TRUE,4
30178,4123,TRUE,4
29901,3856,TRUE,4
30178,4123,TRUE,4
30179,4123,TRUE,4
30179,4124,TRUE,4
30168,4124,TRUE,4
29953,3897,TRUE,4
29953,3897,TRUE,4
29953,3897,TRUE,4
30179,4123,TRUE,4
30119,4065,TRUE,4
23663,3856,FALSE,4
29953,3897,TRUE,4
29953,3897,TRUE,4
29705,3652,TRUE,4
29664,3607,TRUE,4
29664,3607,TRUE,4
30155,4099,TRUE,4
29326,3271,TRUE,4
30154,4099,TRUE,4
29664,3607,TRUE,4
29664,3607,TRUE,4
28801,2743,TRUE,4
30154,4099,TRUE,4
29065,3010,TRUE,4
29952,3897,TRUE,4
29953,3897,TRUE,4
29650,3593,TRUE,4
30080,4036,TRUE,4
28008,2097,TRUE,4
30154,4099,TRUE,4
29952,3897,TRUE,4
29705,3651,TRUE,4
29054,3008,TRUE,4
30150,4099,TRUE,4
29665,3607,TRUE,4
29456,3413,TRUE,4
29664,3607,TRUE,4
29651,3593,TRUE,4
29706,3651,TRUE,4
30122,4068,TRUE,4
29852,3797,TRUE,4
29453,3413,TRUE,4
30170,4125,TRUE,4
30123,4068,TRUE,4
29853,3797,TRUE,4
29651,3593,TRUE,4
29052,3008,TRUE,4
29052,3007,TRUE,4
30120,4065,TRUE,4
30095,4037,TRUE,4
30120,4065,TRUE,4
29054,3008,TRUE,4
30119,4065,TRUE,4
29327,3271,TRUE,4
29325,3271,TRUE,4
28395,2338,TRUE,4
28683,2741,TRUE,4
30119,4065,TRUE,4
28785,2727,TRUE,4
29054,3008,TRUE,4
28396,2339,TRUE,4
30153,4100,TRUE,4
28801,2743,TRUE,4
29326,3271,TRUE,4
30120,4065,TRUE,4
29052,3008,TRUE,4
29901,3856,TRUE,4
30138,4083,TRUE,4
30083,4036,TRUE,4
30151,4099,TRUE,4
30168,4124,TRUE,4
30170,4125,TRUE,4
29443,4083,FALSE,4
30171,4125,TRUE,4
30170,4125,TRUE,4
30170,4125,TRUE,4
29901,3856,TRUE,4
30155,4099,TRUE,4
30152,4100,TRUE,4
29953,3897,TRUE,4
30136,4083,TRUE,4
30152,4100,TRUE,4
30170,4125,TRUE,4
29901,3856,TRUE,4
30123,4068,TRUE,4
29952,3897,TRUE,4
29953,3897,TRUE,4
30150,4099,TRUE,4
30168,4125,TRUE,4
30168,4125,TRUE,4
30150,4099,TRUE,4
30150,4099,TRUE,4
29901,3856,TRUE,4
29901,3856,TRUE,4
30170,4125,TRUE,4
30136,4083,TRUE,4
30123,4068,TRUE,4
30122,4068,TRUE,4
28273,2362,TRUE,4
30122,4068,TRUE,4
30080,4036,TRUE,4
29055,3008,TRUE,4
30123,4068,TRUE,4
29326,3271,TRUE,4
29325,3271,TRUE,4
29852,3797,TRUE,4
30179,4123,TRUE,4
30152,4100,TRUE,4
30088,4031,TRUE,4
28155,2096,TRUE,4
29054,3008,TRUE,4
30179,4123,TRUE,4
30088,4031,TRUE,4
30119,4065,TRUE,4
30088,4031,TRUE,4
9887,3797,FALSE,4
17051,4124,FALSE,4
30089,4031,TRUE,4
30150,4099,TRUE,4
28157,2096,TRUE,4
30120,4065,TRUE,4
30179,4123,TRUE,4
30152,4100,TRUE,4
30120,4065,TRUE,4
30089,4031,TRUE,4
30152,4100,TRUE,4
30088,4031,TRUE,4
29493,3436,TRUE,4
29054,3008,TRUE,4
29453,3413,TRUE,4
29852,3797,TRUE,4
30121,4067,TRUE,4
30179,4124,TRUE,4
29852,3797,TRUE,4
30137,4083,TRUE,4
29851,3797,TRUE,4
30136,4083,TRUE,4
29455,3413,TRUE,4
29442,4083,FALSE,4
30119,4065,TRUE,4
30136,4083,TRUE,4
30136,4083,TRUE,4
30120,4065,TRUE,4
29852,3797,TRUE,4
30179,4124,TRUE,4
30178,4123,TRUE,4
30095,4037,TRUE,4
29853,3797,TRUE,4
28324,2268,TRUE,4
29852,3797,TRUE,4
28799,2741,TRUE,4
30154,4099,TRUE,4
29733,3677,TRUE,4
29651,3593,TRUE,4
29009,2954,TRUE,4
29664,3607,TRUE,4
30155,4099,TRUE,4
29665,3607,TRUE,4
30087,4029,TRUE,4
29733,3677,TRUE,4
29425,3607,FALSE,4
29706,3651,TRUE,4
3118,2955,FALSE,4
29706,3651,TRUE,4
29651,3593,TRUE,4
30154,4099,TRUE,4
29733,3676,TRUE,4
30095,4038,TRUE,4
29651,3593,TRUE,4
29650,3593,TRUE,4
29009,2954,TRUE,4
29664,3607,TRUE,4
29659,3613,TRUE,4
30095,4037,TRUE,4
29650,3593,TRUE,4
30095,4037,TRUE,4
30155,4099,TRUE,4
28476,3593,FALSE,4
29651,3593,TRUE,4
28799,2743,TRUE,4
29664,3607,TRUE,4
30155,4099,TRUE,4
30154,4099,TRUE,4
29732,3676,TRUE,4
30154,4099,TRUE,4
29706,3651,TRUE,4
29651,3593,TRUE,4
30153,4099,TRUE,4
29651,3593,TRUE,4
28845,2794,TRUE,4
30155,4099,TRUE,4
30154,4099,TRUE,4
30155,4099,TRUE,4
29651,3593,TRUE,4
29651,3593,TRUE,4
29453,3413,TRUE,4
28845,2794,TRUE,4
28008,2097,TRUE,4
30095,4037,TRUE,4
29664,3607,TRUE,4
30095,4037,TRUE,4
29651,3593,TRUE,4
30095,4037,TRUE,4
29650,3593,TRUE,4
29650,3593,TRUE,4
29651,3593,TRUE,4
30095,4037,TRUE,4
29733,3676,TRUE,4
29455,3413,TRUE,4
29732,3676,TRUE,4
29065,3010,TRUE,4
29732,3676,TRUE,4
29732,3676,TRUE,4
29733,3677,TRUE,4
29065,3010,TRUE,4
29664,3607,TRUE,4
30168,4124,TRUE,4
29664,3607,TRUE,4
29706,3651,TRUE,4
30171,4125,TRUE,4
29900,3856,TRUE,4
30152,4100,TRUE,4
29665,3607,TRUE,4
29953,3897,TRUE,4
29705,3651,TRUE,4
29664,3607,TRUE,4
30168,4124,TRUE,4
30154,4099,TRUE,4
30120,4065,TRUE,4
29370,3318,TRUE,4
29324,3269,TRUE,4
27788,1730,TRUE,4
30119,4065,TRUE,4
29733,3676,TRUE,4
29852,3797,TRUE,4
29650,3593,TRUE,4
29731,3676,TRUE,4
29731,3676,TRUE,4
29651,3593,TRUE,4
29664,3607,TRUE,4
29657,3612,TRUE,4
30120,4065,TRUE,4
29664,3607,TRUE,4
30179,4124,TRUE,4
30154,4099,TRUE,4
29852,3797,TRUE,4
30179,4124,TRUE,4
29733,3676,TRUE,4
30155,4099,TRUE,4
29853,3797,TRUE,4
29664,3607,TRUE,4
30153,4099,TRUE,4
30095,4037,TRUE,4
29651,3593,TRUE,4
29009,2954,TRUE,4
30120,4065,TRUE,4
30095,4037,TRUE,4
29651,3593,TRUE,4
28799,2741,TRUE,4
29493,3436,TRUE,4
30120,4065,TRUE,4
30120,4065,TRUE,4
29493,3436,TRUE,4
30120,4065,TRUE,4
29054,3008,TRUE,4
30119,4065,TRUE,4
30095,4037,TRUE,4
30138,4083,TRUE,4
29327,3271,TRUE,4
29052,3008,TRUE,4
29054,3008,TRUE,4
29055,3008,TRUE,4
30120,4065,TRUE,4
29054,3008,TRUE,4
29325,3271,TRUE,4
30119,4065,TRUE,4
28801,2743,TRUE,4
30152,4100,TRUE,4
29065,3010,TRUE,4
1930,11,TRUE,4
30119,4065,TRUE,4
30154,4099,TRUE,4
29493,3436,TRUE,4
29493,3436,TRUE,4
30119,4065,TRUE,4
29326,3271,TRUE,4
29327,3271,TRUE,4
29453,3413,TRUE,4
27983,2071,TRUE,4
28132,2096,TRUE,4
29065,3010,TRUE,4
30122,4068,TRUE,4
29344,3292,TRUE,4
29453,3413,TRUE,4
30095,4037,TRUE,4
29453,3413,TRUE,4
30087,4029,TRUE,4
29453,3413,TRUE,4
30155,4099,TRUE,4
30121,4067,TRUE,4
29453,3413,TRUE,4
30121,4067,TRUE,4
30154,4099,TRUE,4
30095,4037,TRUE,4
30089,4031,TRUE,4
30088,4031,TRUE,4
30122,4067,TRUE,4
30089,4031,TRUE,4
29494,3436,TRUE,4
28273,2362,TRUE,4
29065,3010,TRUE,4
29313,3266,TRUE,4
28821,2765,TRUE,4
29312,3266,TRUE,4
29493,3436,TRUE,4
29497,3439,TRUE,4
29494,3436,TRUE,4
29497,3439,TRUE,4
28821,2766,TRUE,4
29493,3436,TRUE,4
29065,3010,TRUE,4
29497,3439,TRUE,4
29493,3436,TRUE,4
29065,3010,TRUE,4
29496,3439,TRUE,4
29493,3436,TRUE,4
29065,3010,TRUE,4
29327,3271,TRUE,4
29065,3010,TRUE,4
28822,2765,TRUE,4
28822,2765,TRUE,4
29497,3439,TRUE,4
29327,3271,TRUE,4
29497,3439,TRUE,4
29326,3271,TRUE,4
29456,3413,TRUE,4
29498,3439,TRUE,4
29327,3271,TRUE,4
29496,3439,TRUE,4
29453,3413,TRUE,4
28323,2268,TRUE,4
28323,2268,TRUE,4
28795,2736,TRUE,4
28728,2672,TRUE,4
28728,2672,TRUE,4
28791,2733,TRUE,4
28273,2361,TRUE,4
28273,2362,TRUE,4
28728,2673,TRUE,4
28792,2733,TRUE,4
28273,2361,TRUE,4
28728,2672,TRUE,4
28797,2736,TRUE,4
29324,3269,TRUE,4
29324,3269,TRUE,4
28152,2240,TRUE,4
29324,3269,TRUE,4
28822,2765,TRUE,4
28676,2734,TRUE,4
28273,2362,TRUE,4
28800,2741,TRUE,4
29311,3266,TRUE,4
5617,2734,FALSE,4
28676,2734,TRUE,4
28675,2733,TRUE,4
28676,2734,TRUE,4
27325,2114,FALSE,4
29313,3266,TRUE,4
29494,3436,TRUE,4
28728,2672,TRUE,4
28728,2673,TRUE,4
30080,4036,TRUE,4
30080,4036,TRUE,4
30179,4123,TRUE,4
30179,4123,TRUE,4
30088,4031,TRUE,4
30179,4123,TRUE,4
30080,4036,TRUE,4
30155,4099,TRUE,4
29953,3897,TRUE,4
29853,3797,TRUE,4
30080,4036,TRUE,4
30119,4065,TRUE,4
29853,3797,TRUE,4
30179,4123,TRUE,4
30179,4123,TRUE,4
30080,4036,TRUE,4
30138,4084,TRUE,4
7202,4065,TRUE,4
30155,4099,TRUE,4
28796,2736,TRUE,4
30155,4099,TRUE,4
28845,2794,TRUE,4
30155,4099,TRUE,4
28396,2339,TRUE,4
28797,2736,TRUE,4
29313,3266,TRUE,4
28272,2361,TRUE,4
28273,2361,TRUE,4
29325,3269,TRUE,4
28272,2361,TRUE,4
29313,3266,TRUE,4
28273,2362,TRUE,4
29311,3266,TRUE,4
3285,2733,FALSE,4
29313,3266,TRUE,4
29497,3439,TRUE,4
28273,2361,TRUE,4
28120,2208,TRUE,4
29313,3266,TRUE,4
29311,3266,TRUE,4
29327,3271,TRUE,4
30119,4065,TRUE,4
30120,4065,TRUE,4
29853,3797,TRUE,4
30122,4068,TRUE,4
30122,4067,TRUE,4
30119,4065,TRUE,4
30152,4100,TRUE,4
30152,4100,TRUE,4
30120,4065,TRUE,4
30179,4123,TRUE,4
28160,2114,TRUE,4
30083,4036,TRUE,4
28393,2332,TRUE,4
30155,4099,TRUE,4
15371,4099,FALSE,4
30155,4099,TRUE,4
30155,4099,TRUE,4
30083,4036,TRUE,4
30152,4100,TRUE,4
30150,4099,TRUE,4
29065,3010,TRUE,4
30080,4036,TRUE,4
29853,3797,TRUE,4
30119,4065,TRUE,4
28391,2332,TRUE,4
30087,4029,TRUE,4
29497,3439,TRUE,4
29066,3010,TRUE,4
29328,3271,TRUE,4
29496,3439,TRUE,4
29055,3008,TRUE,4
29344,3292,TRUE,4
11831,24,TRUE,4
29497,3439,TRUE,4
28820,2765,TRUE,4
28684,2742,TRUE,4
28794,2735,TRUE,4
28793,2736,TRUE,4
28728,2672,TRUE,4
28796,2736,TRUE,4
28273,2361,TRUE,4
29314,3266,TRUE,4
14524,29,TRUE,4
28843,2792,TRUE,4
29324,3269,TRUE,4
29311,3266,TRUE,4
29324,3269,TRUE,4
29311,3266,TRUE,4
28795,2735,TRUE,4
28800,2743,TRUE,4
28800,2743,TRUE,4
28120,2208,TRUE,4
28800,2743,TRUE,4
29344,3292,TRUE,4
29345,3292,TRUE,4
29311,3266,TRUE,4
29345,3292,TRUE,4
28323,2268,TRUE,4
28272,2362,TRUE,4
28152,2241,TRUE,4
29313,3266,TRUE,4
28273,2361,TRUE,4
28273,2362,TRUE,4
29311,3266,TRUE,4
29314,3266,TRUE,4
29311,3266,TRUE,4
28323,2268,TRUE,4
28272,2360,TRUE,4
28800,2743,TRUE,4
28395,2339,TRUE,4
28395,2339,TRUE,4
28120,2208,TRUE,4
29313,3266,TRUE,4
29313,3266,TRUE,4
28676,2734,TRUE,4
29066,3010,TRUE,4
28820,2765,TRUE,4
29345,3292,TRUE,4
29494,3436,TRUE,4
29345,3291,TRUE,4
29497,3439,TRUE,4
27869,1958,TRUE,4
29426,3369,TRUE,4
29497,3439,TRUE,4
28675,2734,TRUE,4
29496,3439,TRUE,4
28685,2742,TRUE,4
28273,2361,TRUE,4
28684,2742,TRUE,4
28820,2765,TRUE,4
28793,2736,TRUE,4
28793,2736,TRUE,4
28820,2766,TRUE,4
14786,26,TRUE,4
28820,2765,TRUE,4
28392,2332,TRUE,4
28822,2765,TRUE,4
29326,3271,TRUE,4
28272,2361,TRUE,4
29497,3439,TRUE,4
29497,3439,TRUE,4
2240,2096,FALSE,4
28822,2766,TRUE,4
28235,2324,TRUE,4
28396,2339,TRUE,4
28676,2734,TRUE,4
28273,2361,TRUE,4
29455,3413,TRUE,4
29314,3266,TRUE,4
29327,3271,TRUE,4
29327,3271,TRUE,4
28689,2747,TRUE,4
29493,3436,TRUE,4
29493,3436,TRUE,4
29325,3269,TRUE,4
29493,3436,TRUE,4
28008,2097,TRUE,4
29497,3439,TRUE,4
29065,3010,TRUE,4
29493,3436,TRUE,4
29493,3436,TRUE,4
29327,3271,TRUE,4
29065,3010,TRUE,4
29493,3436,TRUE,4
28845,2794,TRUE,4
29493,3436,TRUE,4
29496,3439,TRUE,4
28689,2746,TRUE,4
28688,2746,TRUE,4
29323,3269,TRUE,4
29323,3269,TRUE,4
29323,3269,TRUE,4
29311,3266,TRUE,4
29314,3266,TRUE,4
28796,2736,TRUE,4
28822,2765,TRUE,4
28799,2741,TRUE,4
28156,2096,TRUE,4
29345,3292,TRUE,4
4223,3436,FALSE,4
29493,3436,TRUE,4
29493,3436,TRUE,4
28726,2672,TRUE,4
29065,3010,TRUE,4
29055,3008,TRUE,4
29326,3271,TRUE,4
29065,3010,TRUE,4
29065,3010,TRUE,4
28234,2322,TRUE,4
29055,3008,TRUE,4
29065,3010,TRUE,4
28799,2741,TRUE,4
28727,2672,TRUE,4
28273,2362,TRUE,4
29324,3269,TRUE,4
28728,2673,TRUE,4
28796,2736,TRUE,4
28728,2673,TRUE,4
28727,2672,TRUE,4
28727,2673,TRUE,4
28791,2733,TRUE,4
28792,2733,TRUE,4
28794,2735,TRUE,4
28820,2765,TRUE,4
29493,3436,TRUE,4
29493,3436,TRUE,4
15029,29,TRUE,4
29494,3436,TRUE,4
14525,29,TRUE,4
28821,2766,TRUE,4
29065,3010,TRUE,4
28820,2765,TRUE,4
29494,3436,TRUE,4
28821,2765,TRUE,4
28685,2741,TRUE,4
29055,3008,TRUE,4
28822,2766,TRUE,4
28821,2765,TRUE,4
11951,23,TRUE,4
29314,3266,TRUE,4
29496,3439,TRUE,4
29496,3439,TRUE,4
29313,3266,TRUE,4
28323,2268,TRUE,4
28324,2268,TRUE,4
29313,3266,TRUE,4
29314,3266,TRUE,4
29313,3266,TRUE,4
29311,3266,TRUE,4
28796,2736,TRUE,4
28392,2332,TRUE,4
28152,2240,TRUE,4
29497,3439,TRUE,4
28820,2765,TRUE,4
29497,3439,TRUE,4
27868,1958,TRUE,4
29496,3439,TRUE,4
28845,2794,TRUE,4
29344,3292,TRUE,4
29324,3269,TRUE,4
29344,3292,TRUE,4
29344,3292,TRUE,4
29311,3266,TRUE,4
28120,2208,TRUE,4
29324,3269,TRUE,4
29311,3266,TRUE,4
29344,3291,TRUE,4
29311,3266,TRUE,4
29345,3292,TRUE,4
29344,3292,TRUE,4
29344,3292,TRUE,4
29344,3292,TRUE,4
29324,3269,TRUE,4
29345,3292,TRUE,4
27983,2071,TRUE,4
29345,3291,TRUE,4
29344,3291,TRUE,4
29313,3266,TRUE,4
29324,3269,TRUE,4
29344,3292,TRUE,4
29344,3292,TRUE,4
29313,3266,TRUE,4
28324,2268,TRUE,4
29344,3292,TRUE,4
29324,3269,TRUE,4
29344,3291,TRUE,4
29311,3266,TRUE,4
29345,3292,TRUE,4
29324,3269,TRUE,4
29324,3269,TRUE,4
28237,2326,TRUE,4
29065,3010,TRUE,4
28391,2332,TRUE,4
28822,2766,TRUE,4
28726,2672,TRUE,4
28726,2672,TRUE,4
28728,2672,TRUE,4
28726,2672,TRUE,4
28726,2672,TRUE,4
28728,2672,TRUE,4
28726,2672,TRUE,4
28797,2736,TRUE,4
28822,2765,TRUE,4
28726,2672,TRUE,4
28821,2766,TRUE,4
28822,2765,TRUE,4
28726,2672,TRUE,4
28726,2672,TRUE,4
28728,2673,TRUE,4
28821,2765,TRUE,4
28822,2766,TRUE,4
28677,2734,TRUE,4
28728,2672,TRUE,4
28726,2672,TRUE,4
28675,2734,TRUE,4
28727,2672,TRUE,4
28822,2766,TRUE,4
28822,2766,TRUE,4
28726,2672,TRUE,4
29313,3266,TRUE,4
29497,3439,TRUE,4
29313,3266,TRUE,4
29496,3439,TRUE,4
29497,3439,TRUE,4
28120,2208,TRUE,4
29325,3271,TRUE,4
29311,3266,TRUE,4
29313,3266,TRUE,4
29313,3266,TRUE,4
28800,2743,TRUE,4
29453,3413,TRUE,4
29494,3436,TRUE,4
29327,3271,TRUE,4
28273,2361,TRUE,4
28120,2208,TRUE,4
28120,2208,TRUE,4
29344,3292,TRUE,4
29455,3413,TRUE,4
28676,2734,TRUE,4
13134,28,TRUE,4
29494,3436,TRUE,4
29494,3436,TRUE,4
29493,3436,TRUE,4
29327,3271,TRUE,4
29327,3271,TRUE,4
28676,2734,TRUE,4
28799,2743,TRUE,4
29325,3271,TRUE,4
29497,3439,TRUE,4
29497,3439,TRUE,4
29326,3271,TRUE,4
29327,3271,TRUE,4
28676,2734,TRUE,4
28676,2734,TRUE,4
29497,3439,TRUE,4
28846,2794,TRUE,4
28841,2793,TRUE,4
29497,3439,TRUE,4
29497,3439,TRUE,4
27868,1958,TRUE,4
28837,2789,TRUE,4
29324,3269,TRUE,4
27869,1958,TRUE,4
29324,3269,TRUE,4
29311,3266,TRUE,4
27983,2071,TRUE,4
29324,3269,TRUE,4
28324,2268,TRUE,4
28006,2095,TRUE,4
28838,2789,TRUE,4
28841,2793,TRUE,4
27869,1958,TRUE,4
29313,3266,TRUE,4
27982,2071,TRUE,4
28152,2241,TRUE,4
29311,3266,TRUE,4
27402,1350,TRUE,4
